Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,SOLO             103,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             104,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             105,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             106,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             107,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             108,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             109,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             11,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             110,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             111,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             112,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             113,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             12,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             13,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             14,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             15,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             16,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             17,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             18,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             19,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             2,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             20,null,0,0
Rate Realities_News_July 2025,SOLO             20,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             21,null,0,0
Rate Realities_News_July 2025,SOLO             21,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             22,null,0,0
Rate Realities_News_July 2025,SOLO             22,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             23,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             24,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             25,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             26,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             27,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             3,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             30,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             31,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             4,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             5,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             6,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             7,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             8,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             9,odkmedia,0,0
Rate Realities_News_July 2025,SOLO             99,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 39,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 40,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 41,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 42,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 43,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 45,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 46,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 47,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 48,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 49,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 50,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 51,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 52,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 53,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 54,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 55,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 56,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 57,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 58,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 59,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 60,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 61,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 62,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 63,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 64,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 65,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 66,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 67,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 68,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 69,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 70,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 71,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 72,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 73,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 74,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 75,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 76,null,0,0
Rate Realities_News_July 2025,SOLO 76,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 77,null,0,0
Rate Realities_News_July 2025,SOLO 77,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 78,null,0,0
Rate Realities_News_July 2025,SOLO 78,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 79,null,0,0
Rate Realities_News_July 2025,SOLO 79,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 80,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 81,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 82,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 83,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 84,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 85,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 86,odkmedia,0,0
Rate Realities_News_July 2025,SOLO 87,odkmedia,0,0
Rate Realities_News_July 2025,TV -         :,odkmedia,0,0
Rate Realities_News_July 2025,TV -        :,odkmedia,0,0
Rate Realities_News_July 2025,TV -       :,odkmedia,0,0
Rate Realities_News_July 2025,TV - 20 Question interview,odkmedia,0,0
Rate Realities_News_July 2025,TV-,odkmedia,0,0
Rate Realities_News_July 2025,TV-,odkmedia,0,0
Rate Realities_News_July 2025,TV-,odkmedia,0,0
Rate Realities_News_July 2025,TV-           :,odkmedia,0,0
Rate Realities_News_July 2025,TV-         :,odkmedia,0,0
Rate Realities_News_July 2025,"TV-         :   ,",odkmedia,0,0
Rate Realities_News_July 2025,"TV-        :    ,",odkmedia,0,0
Rate Realities_News_July 2025,TV-       :,odkmedia,0,0
Rate Realities_News_July 2025,"TV-    ,    ,    ,",odkmedia,0,0
Rate Realities_News_July 2025,TV-  PICK   :,odkmedia,0,0
Rate Realities_News_July 2025,(Diva),odkmedia,0,0
Rate Realities_News_July 2025,(Hit and Run Squad),odkmedia,0,0
Rate Realities_News_July 2025,(Manhole),odkmedia,0,0
Rate Realities_News_July 2025,(Miracle: Letters To The President),odkmedia,0,0
Rate Realities_News_July 2025,"10,000 2.0-litre Turbo Build     Our Most Expensive Engine Yet!",null,0,0
Rate Realities_News_July 2025,3 : 03,odkmedia,0,0
Rate Realities_News_July 2025,4000 MANUAL XKR Inspected By Jaguar!,null,0,0
Rate Realities_News_July 2025,Donde Esta Beb  Pitufo ?,null,0,0
Rate Realities_News_July 2025,NIGHT,null,0,0
Rate Realities_News_July 2025,NOW,null,0,0
Rate Realities_News_July 2025,NOW,Next Entertainment World,0,0
Rate Realities_News_July 2025,No-shows   au resto et chez le coiffeur : devrait-on payer   l'avance les services qu'on r serve?,Bell Media,0,0
Rate Realities_News_July 2025,ON,null,0,0
Rate Realities_News_July 2025,ON,Next Entertainment World,0,0
Rate Realities_News_July 2025,Qu   tan listos son los Tiburones?,Blue Ant Media,0,0
Rate Realities_News_July 2025,START 2,null,0,0
Rate Realities_News_July 2025,START 2,Next Entertainment World,0,0
Rate Realities_News_July 2025,START 3,null,0,0
Rate Realities_News_July 2025,TUTTO CINEMA - TRAILER,weshort,0,0
Rate Realities_News_July 2025,UP,null,0,0
Rate Realities_News_July 2025,UP,Next Entertainment World,0,0
Rate Realities_News_July 2025,Y el Notario?,null,0,0
Rate Realities_News_July 2025,Y el Notario?,CanelaMediaInc,0,0
Rate Realities_News_July 2025,gil,Blue Ant Media,0,0
Rate Realities_News_July 2025,la recherche de mon P re No l,Bell Media,0,0
Rate Realities_News_July 2025,y sillas musicales,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y sillas musicales,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,y un ataque de hormigas rojas,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un autob s de gira,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un brindis por m,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un ganso salvaje,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y una caminata rom ntica,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y una camioneta,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,"10,000 2.0-litre Turbo Build   Our Most Expensive Engine Yet!",null,0,0
Rate Realities_News_July 2025,2024/08/07       RYO Weekly Music Selection,Awa,0,0
Rate Realities_News_July 2025,4000 MANUAL XKR Inspected By Jaguar!,null,0,0
Rate Realities_News_July 2025,5.6.7.8,null,0,0
Rate Realities_News_July 2025,65 Chevy C10 Teardown,null,0,0
Rate Realities_News_July 2025,65 Chevy C10 Teardown,powernationstudios,0,0
Rate Realities_News_July 2025,65 Chevy C10 Teardown,raycomsports,0,0
Rate Realities_News_July 2025,69 Road Runner Part 2: Hemi Heart Transplant,null,0,0
Rate Realities_News_July 2025,69 Road Runner Part 2: Hemi Heart Transplant,Power Nation Studios,0,0
Rate Realities_News_July 2025,69 Road Runner Part 2: Hemi Heart Transplant,powernationstudios,0,0
Rate Realities_News_July 2025,69 Road Runner Part 2: Hemi Heart Transplant,raycomsports,0,0
Rate Realities_News_July 2025,69 Road Runner Part 4: Insider Trading,null,0,0
Rate Realities_News_July 2025,69 Road Runner Part 4: Insider Trading,RaycomSportsFast,0,0
Rate Realities_News_July 2025,69 Road Runner Part 4: Insider Trading,raycomsports,0,0
Rate Realities_News_July 2025,69 Road Runner Part 6: All Systems Go!,null,0,0
Rate Realities_News_July 2025,69 Road Runner Part 6: All Systems Go!,raycomsports,0,0
Rate Realities_News_July 2025,70 Supercharged Coyote Mustang Goes Full Tilt!,null,0,0
Rate Realities_News_July 2025,70 Supercharged Coyote Mustang Goes Full Tilt!,Power Nation Studios,0,0
Rate Realities_News_July 2025,70 Supercharged Coyote Mustang Goes Full Tilt!,RaycomSportsFast,0,0
Rate Realities_News_July 2025,70 Supercharged Coyote Mustang Goes Full Tilt!,powernationstudios,0,0
Rate Realities_News_July 2025,70 Supercharged Coyote Mustang Goes Full Tilt!,raycomsports,0,0
Rate Realities_News_July 2025,71 C-10 Part 1,null,0,0
Rate Realities_News_July 2025,71 C-10 Part 1,powernationstudios,0,0
Rate Realities_News_July 2025,71 C-10 Part 1,raycomsports,0,0
Rate Realities_News_July 2025,74 Bronco Chills with Aftermarket Air Conditioning,null,0,0
Rate Realities_News_July 2025,74 Bronco Chills with Aftermarket Air Conditioning,Power Nation Studios,0,0
Rate Realities_News_July 2025,74 Bronco Chills with Aftermarket Air Conditioning,powernationstudios,0,0
Rate Realities_News_July 2025,74 Bronco Chills with Aftermarket Air Conditioning,raycomsports,0,0
Rate Realities_News_July 2025,A Gift from the Rain.,Cinedigm,0,0
Rate Realities_News_July 2025,A rockear!; Dolores de Bergerac; Super Popper;  A dormir!; Desconectada,null,0,0
Rate Realities_News_July 2025,AWA MOSH LOUNGE (8/22),null,0,0
Rate Realities_News_July 2025,Adelante! La final del torneo,null,0,0
Rate Realities_News_July 2025,Ag rrate!,null,0,0
Rate Realities_News_July 2025,Agarren al de los huevos!,null,0,0
Rate Realities_News_July 2025,Ah  madre!,null,0,0
Rate Realities_News_July 2025,Alguien ha visto a Lupita?,televisa_univision,0,0
Rate Realities_News_July 2025,Alma and the Wolf,null,0,0
Rate Realities_News_July 2025,Alma and the Wolf,OTT-CMS,0,0
Rate Realities_News_July 2025,Alzheimer?,CanelaMediaInc,0,0
Rate Realities_News_July 2025,Amigas o enemigas?,null,0,0
Rate Realities_News_July 2025,And Justice for Jack,THREES COMPANY,0,0
Rate Realities_News_July 2025,"Antiques Roadshow  rolls into Maine, as a large crowds show up to get their items appraised",NBC,0,0
Rate Realities_News_July 2025,"Ay, Jalisco no te rajes!",null,0,0
Rate Realities_News_July 2025,Baby Joker  Oscar Cabrera,null,0,0
Rate Realities_News_July 2025,"Best Moment Of My Life!  Draft Day With Jared McCain, Devin Carter & Kyle Filipowksi   ^",null,0,0
Rate Realities_News_July 2025,"Best Moment Of My Life!  Draft Day With Jared McCain, Devin Carter & Kyle Filipowksi   ^",victoryplus,0,0
Rate Realities_News_July 2025,Bienvenida la Primavera!,discoverychannel,0,0
Rate Realities_News_July 2025,Bienvenida!,null,0,0
Rate Realities_News_July 2025,Bienvenida!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,Bigorexia  Pushed On Social Media | Dr. Phil Primetime,DR PHIL,0,0
Rate Realities_News_July 2025,Bigorexia  Pushed On Social Media | Dr. Phil Primetime,MeritTV,0,0
Rate Realities_News_July 2025,"Bipolares, Tripolares o Multipolares?",null,0,0
Rate Realities_News_July 2025,"Bipolares, tripolares o multipolares?",null,0,0
Rate Realities_News_July 2025,Blitz!,null,0,0
Rate Realities_News_July 2025,C mo Durmieron?,null,0,0
Rate Realities_News_July 2025,C mo construir una bestia de alta potencia con diesel?,null,0,0
Rate Realities_News_July 2025,C mo durmieron?,null,0,0
Rate Realities_News_July 2025,C mo hay gente sinverg enza!,null,0,0
Rate Realities_News_July 2025,C mo hay gente sinverg enza!,ESTRELLA TV,0,0
Rate Realities_News_July 2025,C mo nacen los beb s?,null,0,0
Rate Realities_News_July 2025,C mo va a acabar esta vaina?,null,0,0
Rate Realities_News_July 2025,Cambi !,null,0,0
Rate Realities_News_July 2025,"Chocolate, el cosmos, arenas movedizas!",null,0,0
Rate Realities_News_July 2025,Comida mediterr nea!,discoverychannel,0,0
Rate Realities_News_July 2025,Comida negra o rosa?,FUTURE TODAY,0,0
Rate Realities_News_July 2025,Crypto Week  Begins,OTT-CMS,0,0
Rate Realities_News_July 2025,Cu l es el bueno? - Ritmo con la boca,televisa_univision,0,0
Rate Realities_News_July 2025,Cu l es ese animal?,null,0,0
Rate Realities_News_July 2025,Cu ntas M s?,null,0,0
Rate Realities_News_July 2025,Cu ntas m s?,null,0,0
Rate Realities_News_July 2025,Cuidado con el gato!,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,D nde Est  El Dinero?,CanelaMedia,0,0
Rate Realities_News_July 2025,D nde Est  El Dinero?,CanelaMediaInc,0,0
Rate Realities_News_July 2025,D nde Est  El Gober?,null,0,0
Rate Realities_News_July 2025,De d nde viene el agua?;  C mo se hace el queso?,null,0,0
Rate Realities_News_July 2025,Diddy  Trial Verdict,OTT-CMS,0,0
Rate Realities_News_July 2025,Dispara!,OTT Studio,0,0
Rate Realities_News_July 2025,Do You Like the Taste of Making Money?' Investors Hear Crazy Food Biz Pitches,Cinedigm,0,0
Rate Realities_News_July 2025,Do You Like the Taste of Making Money?' Investors Hear Crazy Food Biz Pitches,The Entrepreneur Channel,0,0
Rate Realities_News_July 2025,Don t Be F*cking Humble!  Shedeur & Deion Sanders Battle The TOP RANKED QB In The Nation^,null,0,0
Rate Realities_News_July 2025,Don t Be F*cking Humble!  Shedeur & Deion Sanders Battle The TOP RANKED QB In The Nation^,victoryplus,0,0
Rate Realities_News_July 2025,El Chapo  Joaquin Guzman,null,0,0
Rate Realities_News_July 2025,Ese es mi pat n!,null,0,0
Rate Realities_News_July 2025,Flores!,null,0,0
Rate Realities_News_July 2025,Footloose  at Maine State Music Theatre will have you out of your seat and dancing,NBC,0,0
Rate Realities_News_July 2025,Ha llegado la primavera!,null,0,0
Rate Realities_News_July 2025,Hay alguien ah ?,estrellatv,0,0
Rate Realities_News_July 2025,Hay l mites para el amor?,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,Hay l mites para el amor?,discoverychannel,0,0
Rate Realities_News_July 2025,"He Made Me Do It : Is Helen Simmons a suspect, victim or both?",NBC,0,0
Rate Realities_News_July 2025,Hotel o burdel?; Secuestro por la culata,null,0,0
Rate Realities_News_July 2025,Hurra para la novia!,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,La Barbie  Edgar Villareal,null,0,0
Rate Realities_News_July 2025,La Matar !,null,0,0
Rate Realities_News_July 2025,La Matar !,CanelaMediaInc,0,0
Rate Realities_News_July 2025,La matar !,null,0,0
Rate Realities_News_July 2025,Las hermanas reaccionan!,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,Lesi n por accidente? Puede ganar dinero,NetComCableTV,0,0
Rate Realities_News_July 2025,Life,null,0,0
Rate Realities_News_July 2025,Life,lgusa,0,0
Rate Realities_News_July 2025,Likes  for Bullies and Punches: The Teen Speaks Out | Dr. Phil Primetime,DR PHIL,0,0
Rate Realities_News_July 2025,Likes  for Bullies and Punches: The Teen Speaks Out | Dr. Phil Primetime,MeritTV,0,0
Rate Realities_News_July 2025,Likes  for Bullies and Punches: Who is Accountable? | Dr. Phil Primetime,DR PHIL,0,0
Rate Realities_News_July 2025,Likes  for Bullies and Punches: Who is Accountable? | Dr. Phil Primetime,MeritTV,0,0
Rate Realities_News_July 2025,Limpiando es divertido con Pato!,null,0,0
Rate Realities_News_July 2025,Limpiando es divertido con Pato!,NetComCableTV,0,0
Rate Realities_News_July 2025,Little  Nicky Scarfo,null,0,0
Rate Realities_News_July 2025,"Los Everglades, los canales, las olas de calor!",null,0,0
Rate Realities_News_July 2025,Material escolar bricolaje que puedes hacer en 5 minutos!,FUTURE TODAY,0,0
Rate Realities_News_July 2025,Me entierras aqu ?,estrellatv,0,0
Rate Realities_News_July 2025,"Medusas, monta as rusas, nubes!",null,0,0
Rate Realities_News_July 2025,"Mujeres, mujeres, mujeres!",null,0,0
Rate Realities_News_July 2025,NOW  JAPAN DJ s SELECTION by DJ IBAKI,Awa,0,0
Rate Realities_News_July 2025,Ni de Enemigos los Quiero!,null,0,0
Rate Realities_News_July 2025,Ni de Enemigos los Quiero!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,No Es mi Novia!,null,0,0
Rate Realities_News_July 2025,No Es mi Novia!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,No es mi novia!,null,0,0
Rate Realities_News_July 2025,No lo Repitas!,null,0,0
Rate Realities_News_July 2025,No lo Repitas!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,No lo repitas!,null,0,0
Rate Realities_News_July 2025,Oh no!  Dorm  con mi esposo!,null,0,0
Rate Realities_News_July 2025,Paso a la Juventud..!,Canela Media Inc,0,0
Rate Realities_News_July 2025,Por qu  esta conversi n de escarabajo Can Am tipo Baja es tan retro genial?,null,0,0
Rate Realities_News_July 2025,Puede esta Ram soportar 800 caballos de fuerza?,null,0,0
Rate Realities_News_July 2025,Puede este Camaro desarrollar 600 caballos de potencia en la prueba de dinam metro?,null,0,0
Rate Realities_News_July 2025,Puede la Jeep Junk Mail cumplir en la carretera?,null,0,0
Rate Realities_News_July 2025,"Qu  Amistades, Cari o!",null,0,0
Rate Realities_News_July 2025,"Qu  amistades, cari o!",null,0,0
Rate Realities_News_July 2025,Qu  camioneta deportiva es la adecuada para ti?,null,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 107,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 11,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 129,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 133,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 148,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 16,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 169,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 22,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 31,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 41,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 56,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 6,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 70,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 82,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 83,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 93,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  culpa tiene Fatmag l? Cap tulo 97,televisa_univision,0,0
Rate Realities_News_July 2025,Qu  tan listos son los Tiburones?,null,0,0
Rate Realities_News_July 2025,Qu  tan listos son los Tiburones?,Blue Ant Media,0,0
Rate Realities_News_July 2025,Qu  tan listos son los Tiburones?,BlueSkyeEntertainment,0,0
Rate Realities_News_July 2025,Qui n Eres Ahora?,estrellatv,0,0
Rate Realities_News_July 2025,Qui n Eres?,Olympusat,0,0
Rate Realities_News_July 2025,Qui n Mat  Al Patr n?,null,0,0
Rate Realities_News_July 2025,Qui n Mat  Al Patr n?,CanelaMediaInc,0,0
Rate Realities_News_July 2025,Qui n es el mejor?,null,0,0
Rate Realities_News_July 2025,Qui n es el padre?,null,0,0
Rate Realities_News_July 2025,Qui n fue?,null,0,0
Rate Realities_News_July 2025,Qui n gan  la pelea?; Tres contra una,null,0,0
Rate Realities_News_July 2025,Qui n gana la prueba Dyno? V10 SRT10 versus Twin-Turbo V6 F150,null,0,0
Rate Realities_News_July 2025,Qui n mat  al patr n?,null,0,0
Rate Realities_News_July 2025,Qui n me quiere a m ?; El hijo de Trump,null,0,0
Rate Realities_News_July 2025,Qui n responde?; Josefina la gobos,null,0,0
Rate Realities_News_July 2025,Qui nes son estos Hombres?,null,0,0
Rate Realities_News_July 2025,Qui nes son estos hombres?,null,0,0
Rate Realities_News_July 2025,Sin cocina? No hay problema,null,0,0
Rate Realities_News_July 2025,Sube?,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,Sup ralo!,null,0,0
Rate Realities_News_July 2025,Sup ralo!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,Sweeney Todd  is coming to Maine in a way you probably haven t seen,NBC,0,0
Rate Realities_News_July 2025,TONS OF HATE  24 Hours With Sixers PG Jared McCain   ^,null,0,0
Rate Realities_News_July 2025,TONS OF HATE  24 Hours With Sixers PG Jared McCain   ^,victoryplus,0,0
Rate Realities_News_July 2025,Tacos para todos!,null,0,0
Rate Realities_News_July 2025,Talkback Feedback Lookback | Episode 10,ABC,0,0
Rate Realities_News_July 2025,Te ha pasado?,null,0,0
Rate Realities_News_July 2025,The Black Widow  Perrion Roberts,null,0,0
Rate Realities_News_July 2025,The Wig Pig  Strikes Again; A  Crushing  Work Injury,null,0,0
Rate Realities_News_July 2025,The Wig Pig  Strikes Again; A  Crushing  Work Injury,Nosey,0,0
Rate Realities_News_July 2025,This Is What You Get For $6 Million.  Utah Jazz Rookie Kyle Filipowski Goes MANSION SHOPPING!^,null,0,0
Rate Realities_News_July 2025,This Is What You Get For $6 Million.  Utah Jazz Rookie Kyle Filipowski Goes MANSION SHOPPING!^,victoryplus,0,0
Rate Realities_News_July 2025,Thuy t Minh L m Giang Ti n,IQIYI,0,0
Rate Realities_News_July 2025,Todas Somos Villanas!,null,0,0
Rate Realities_News_July 2025,Todas Somos Villanas!,CanelaMediaInc,0,0
Rate Realities_News_July 2025,Todas somos villanas!,null,0,0
Rate Realities_News_July 2025,Todav a competimos con los hombres?,discoverychannel,0,0
Rate Realities_News_July 2025,Tus mu ecas quieren ser tan elegantes como t !,FUTURE TODAY,0,0
Rate Realities_News_July 2025,Viva Cake Boss!,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,Viva Jalisco que es mi tierra!,null,0,0
Rate Realities_News_July 2025,We don t feel safe  | Houston neighborhood turns to KHOU 11 for help addressing speeding drivers,CBS,0,0
Rate Realities_News_July 2025,Written In The Stars,Brat_Studio,0,0
Rate Realities_News_July 2025,Written In The Stars,brat,0,0
Rate Realities_News_July 2025,Y si todos fueran famosos?,null,0,0
Rate Realities_News_July 2025,"alarma, Pitufos!",null,0,0
Rate Realities_News_July 2025,bidoo'niid     (What We Had Been Told),null,0,0
Rate Realities_News_July 2025,dolos del ring,null,0,0
Rate Realities_News_July 2025,gil,Blue Ant Media,0,0
Rate Realities_News_July 2025,gua Cad ver,null,0,0
Rate Realities_News_July 2025,guila o Sol,Canela Media Inc,0,0
Rate Realities_News_July 2025,guila o Sol,CanelaMediaInc,0,0
Rate Realities_News_July 2025,guila o sol,null,0,0
Rate Realities_News_July 2025,guilas de acero,null,0,0
Rate Realities_News_July 2025,lafurarnaldsbonobo,XITE,0,0
Rate Realities_News_July 2025,ltima Ca da,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,ltimas consecuencias,null,0,0
Rate Realities_News_July 2025,ltimo d a de Felicia; Arresto domiciliario,null,0,0
Rate Realities_News_July 2025,ltimo viaje en el Pac fico Medio Oeste,null,0,0
Rate Realities_News_July 2025,ndigo,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,ngel Rebelde Cap tulo 171,televisa_univision,0,0
Rate Realities_News_July 2025,ngel de Navidad,null,0,0
Rate Realities_News_July 2025,pisode 1,Bell Media,0,0
Rate Realities_News_July 2025,pisode 10,Bell Media,0,0
Rate Realities_News_July 2025,pisode 11,Bell Media,0,0
Rate Realities_News_July 2025,pisode 12,Bell Media,0,0
Rate Realities_News_July 2025,pisode 13,Bell Media,0,0
Rate Realities_News_July 2025,pisode 14,Bell Media,0,0
Rate Realities_News_July 2025,pisode 17,Bell Media,0,0
Rate Realities_News_July 2025,pisode 18,Bell Media,0,0
Rate Realities_News_July 2025,pisode 19,Bell Media,0,0
Rate Realities_News_July 2025,pisode 2,Bell Media,0,0
Rate Realities_News_July 2025,pisode 20,Bell Media,0,0
Rate Realities_News_July 2025,pisode 24,Bell Media,0,0
Rate Realities_News_July 2025,pisode 25,Bell Media,0,0
Rate Realities_News_July 2025,pisode 28,Bell Media,0,0
Rate Realities_News_July 2025,pisode 30,Bell Media,0,0
Rate Realities_News_July 2025,pisode 32,Bell Media,0,0
Rate Realities_News_July 2025,pisode 33,Bell Media,0,0
Rate Realities_News_July 2025,pisode 34 : 100% animal,Bell Media,0,0
Rate Realities_News_July 2025,pisode 36,Bell Media,0,0
Rate Realities_News_July 2025,pisode 38,Bell Media,0,0
Rate Realities_News_July 2025,pisode 39,Bell Media,0,0
Rate Realities_News_July 2025,pisode 4,Bell Media,0,0
Rate Realities_News_July 2025,pisode 41,Bell Media,0,0
Rate Realities_News_July 2025,pisode 42,Bell Media,0,0
Rate Realities_News_July 2025,pisode 43 : 100% animal,Bell Media,0,0
Rate Realities_News_July 2025,pisode 45,Bell Media,0,0
Rate Realities_News_July 2025,pisode 46,Bell Media,0,0
Rate Realities_News_July 2025,pisode 47,Bell Media,0,0
Rate Realities_News_July 2025,pisode 49,Bell Media,0,0
Rate Realities_News_July 2025,pisode 5,Bell Media,0,0
Rate Realities_News_July 2025,pisode 53,Bell Media,0,0
